"Name","pitcher_id","Total","AB","blank","CH","CU","EP","FA","FC","FF","FO","FS","FT","IN","KC","KN","PO","SC","SI","SL","UN"
"Papelbon, Jonathan",449097,2874,0,0,0,0,0,0,0.00034794711203897,0.656576200417537,0,0.171537926235212,0.02366040361865,0.00556715379262352,0,0,0,0,0,0.142310368823939,0
"Henderson, Jim",449104,1246,0,0,0,0,0,0,0,0.756019261637239,0,0,0.0160513643659711,0.00321027287319422,0,0,0.000802568218298555,0,0,0.2223113964687,0.00160513643659711
"Cordier, Erik",449170,326,0,0,0,0,0,0,0,0.650306748466258,0,0,0.0337423312883436,0.0122699386503067,0,0,0,0,0,0.303680981595092,0
"Harrell, Lucas",449173,3133,0,0,0.105968720076604,0.0935205872965209,0,0,0.013724864347271,0.132141717203958,0,0,0.253112033195021,0.001915097350782,0,0,0,0,0.324609000957549,0.0746887966804979,0.000319182891797
"Volquez, Edinson",450172,9272,0,0,0.212683347713546,0.0798101811906816,0,0,0,0.16458153580673,0,0,0,0.00301984469370147,0.167817083692839,0,0.000323554788610871,0,0.371764452113891,0,0
"Morton, Charlie",450203,6202,0,0,0.018058690744921,0.235730409545308,0,0,0.000322476620445018,0.0914221218961625,0,0.0588519832312157,0.58997097710416,0.00499838761689778,0,0,0.000644953240890035,0,0,0,0
"Neshek, Pat",450212,2519,0,0.00119094878920206,0.106391425168718,0,0,0,0,0,0,0,0,0.00714569273521239,0,0,0,0,0.429138547042477,0.456133386264391,0
"Lowe, Mark",450275,1201,0,0,0.00333055786844296,0,0,0,0,0.350541215653622,0,0,0.163197335553705,0.0166527893422148,0,0,0.00333055786844296,0,0,0.462947543713572,0
"Perkins, Glen",450282,2742,0,0,0.000364697301239971,0,0,0,0,0.536469730123997,0,0,0.186360320933625,0.00547045951859956,0,0,0,0,0,0.271334792122538,0
"Vargas, Jason",450306,6069,0,0,0.292140385565991,0.058493985829626,0,0,0.00626132806063602,0.39677047289504,0,0,0.167243367935409,0.00313066403031801,0.0757950238919097,0,0.000164771791069369,0,0,0,0
"Weaver, Jered",450308,8180,0,0.000122249388753056,0.20281173594132,0.192053789731051,0,0,0.0437652811735941,0.215892420537897,0,0,0.229951100244499,0.0019559902200489,0,0,0.000366748166259169,0,0,0.113080684596577,0
"Arencibia, J.P.",450317,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Wilson, C.J.",450351,8866,0,0,0.100270697044891,0.144371757274983,0,0,0.0906835100383487,0.289984209339048,0,0,0.228851793367922,0.00428603654410106,0,0,0.000112790435371081,0,0,0.141439205955335,0
"Medlen, Kris",450665,3973,0,0.000251698968034231,0.221243392902089,0.189025924993708,0,0,0.0307072741001762,0.155801661213189,0,0,0.401711552982633,0.00100679587213692,0,0,0.000251698968034231,0,0,0,0
"Fister, Doug",450729,7463,0,0,0.133458394747421,0.134530349725312,0,0,0.136674259681093,0.131716467908348,0,0,0.291571753986333,0.00227790432801822,0,0,0.000267988744472732,0,0.169368886506767,0.000133994372236366,0
"Martinez, Cristhian",450852,37,0,0,0.297297297297297,0,0,0,0,0,0,0,0.540540540540541,0,0,0,0,0,0,0.162162162162162,0
"Martinez, David",451075,278,0,0,0.158273381294964,0.00719424460431655,0,0,0.0287769784172662,0.492805755395683,0,0,0.0863309352517986,0,0,0,0.00719424460431655,0,0,0.219424460431655,0
"Matusz, Brian",451085,2596,0,0.000385208012326656,0.114406779661017,0.051617873651772,0,0,0.0188751926040062,0.452619414483821,0,0,0.0851309707241911,0.0115562403697997,0,0,0,0,0,0.265408320493066,0
"Burns, Cory",451132,210,0,0,0.442857142857143,0,0,0,0,0,0,0,0.49047619047619,0.0285714285714286,0,0,0,0,0,0.0380952380952381,0
"Wilson, Brian",451216,1213,0,0,0.0148392415498763,0.0733718054410552,0,0,0,0.200329760923331,0,0,0.0832646331409728,0.00824402308326463,0,0,0,0,0,0.6199505358615,0
"Billingsley, Chad",451532,758,0,0,0.0923482849604222,0.0316622691292876,0,0,0.191292875989446,0.313984168865435,0,0,0.271767810026385,0,0,0,0,0,0,0.0989445910290237,0
"Davis, Wade",451584,4723,0,0,0.0152445479568071,0,0,0,0.213847131060766,0.490154562777895,0,0,0.0724116027948338,0.00211729832733432,0.204954478085962,0,0.00105864916366716,0,0,0.000211729832733432,0
"Gallardo, Yovani",451596,9468,0,0.000633713561470215,0.0269328263624842,0.171736375158428,0,0,0.0123574144486692,0.267638360794254,0,0,0.245458386142797,0.000739332488381918,0,0,0.000633713561470215,0,0,0.273869877482045,0
"Figaro, Alfredo",451628,1342,0,0,0.0514157973174367,0,0,0,0,0.626676602086438,0,0,0.03725782414307,0.00596125186289121,0,0,0,0,0,0.278688524590164,0
"Fields, Josh",451661,2445,0,0,0.104703476482618,0.0503067484662577,0,0,0,0.687525562372188,0,0,0,0.0143149284253579,0.142331288343558,0,0.00081799591002045,0,0,0,0
"De La Rosa, Dane",451773,1232,0,0,0.00324675324675325,0,0,0,0.0738636363636364,0.706168831168831,0,0.0657467532467532,0,0.00730519480519481,0,0,0.00243506493506494,0,0,0.140422077922078,0.000811688311688312
"Rodriguez, Fernando",451775,1143,0,0.00699912510936133,0.0306211723534558,0.15748031496063,0,0,0.20909886264217,0.589676290463692,0,0,0,0.00349956255468067,0,0,0.00174978127734033,0,0.000874890638670166,0,0
"Marcum, Shaun",451788,1795,0,0,0.211699164345404,0.103064066852368,0,0,0.26016713091922,0.228412256267409,0,0,0.125905292479109,0.00947075208913649,0,0,0,0,0,0.0612813370473538,0
"Albers, Andrew",452027,952,0,0,0.0829831932773109,0.0735294117647059,0,0,0,0.0609243697478992,0,0,0,0,0,0,0.00105042016806723,0,0.596638655462185,0.184873949579832,0
"Phillips, Zach",452061,42,0,0,0,0,0,0,0,0.595238095238095,0,0,0,0,0,0,0,0,0.166666666666667,0.238095238095238,0
"Lester, Jon",452657,10226,0,0,0.0655192646195971,0.145315861529435,0,0,0.228535106591042,0.438783493056914,0,0,0,0,0,0,0.000195579894386857,0,0.121650694308625,0,0
"Wilhelmsen, Tom",452666,3230,0,0,0.0972136222910217,0.155727554179567,0,0,0,0.452631578947368,0,0,0.137151702786378,0.013312693498452,0,0,0.00154798761609907,0,0,0.142414860681115,0
"Kendrick, Kyle",452718,8184,0,0,0.207355816226784,0,0,0,0.247189638318671,0.0183284457478006,0,0,0,0.00378787878787879,0,0,0.000366568914956012,0,0.457844574780059,0.0651270772238514,0
"Gorzelanny, Tom",452733,2399,0,0,0.141725719049604,0,0,0,0,0.231763234681117,0,0,0.331388078365986,0.00458524385160484,0,0,0,0,0,0.290537724051688,0
"Stutes, Michael",452741,293,0,0,0.00341296928327645,0,0,0,0,0.511945392491468,0,0,0.00341296928327645,0.0136518771331058,0,0,0,0,0,0.467576791808874,0
"Brown, Brooks",453156,979,0,0,0.286006128702758,0.0122574055158325,0,0,0,0.0183861082737487,0,0,0.322778345250255,0.00102145045965271,0,0,0.00306435137895812,0,0.198161389172625,0.15832482124617,0
"Hughes, Jared",453172,2373,0,0,0.0265486725663717,0,0,0,0,0.090181205225453,0,0,0,0.012220817530552,0,0,0.00252844500632111,0,0.734934681837337,0.133586177833965,0
"Kennedy, Ian",453178,9453,0,0,0.162170739447794,0.0394583730032794,0,0,0.0213688776049931,0.467893790331112,0,0,0.145879614937057,0.00349095525230086,0.105151803660214,0,0.000423146091187983,0,0,0.0541626996720618,0
"Lincoln, Brad",453184,624,0,0,0.0865384615384615,0.322115384615385,0,0,0,0.567307692307692,0,0,0.0240384615384615,0,0,0,0,0,0,0,0
"Miller, Andrew",453192,2510,0,0,0.000398406374501992,0,0,0,0,0.460956175298805,0,0,0.0641434262948207,0.00438247011952191,0,0,0,0,0.00119521912350598,0.468924302788845,0
"Perez, Chris",453198,1721,0,0,0.0168506682161534,0,0,0.000581057524694945,0,0.651946542707728,0,0,0.0406740267286461,0.00464846019755956,0,0,0,0,0,0.285299244625218,0
"Robinson, Shane",453203,14,0,0,0.928571428571429,0,0,0,0,0,0,0,0,0,0,0.0714285714285714,0,0,0,0,0
"Wright, Steven",453214,1768,0,0,0,0.125565610859729,0,0,0,0.117647058823529,0,0,0,0,0,0.756787330316742,0,0,0,0,0
"Carroll, Scott",453222,2712,0,0,0.169616519174041,0.126106194690265,0,0,0.0641592920353982,0.136430678466077,0,0,0.457964601769911,0.0051622418879056,0,0,0.000737463126843658,0,0,0.0398230088495575,0
"Johnson, Kris",453241,425,0,0,0.162352941176471,0.0164705882352941,0,0,0,0.0188235294117647,0,0,0,0.00941176470588235,0,0,0,0,0.592941176470588,0.2,0
"Manship, Jeff",453249,1441,0,0,0.0777238029146426,0.362248438584316,0,0,0,0.0541290770298404,0,0,0.473976405274115,0.0145732130464955,0,0,0,0,0.0173490631505899,0,0
"Veal, Donnie",453264,716,0,0,0.0544692737430168,0.340782122905028,0,0,0,0.223463687150838,0,0,0.370111731843575,0.0111731843575419,0,0,0,0,0,0,0
"Watson, Tony",453265,3362,0,0,0.195121951219512,0,0,0,0,0,0,0,0,0.00208209399167162,0,0,0.000892325996430696,0,0.690957763236169,0.110945865556217,0
"Bard, Daniel",453268,27,0,0,0,0,0,0,0,0.777777777777778,0,0,0.148148148148148,0,0,0,0,0,0,0.0740740740740741,0
"LeBlanc, Wade",453281,1416,0,0,0.233050847457627,0.129943502824859,0,0,0.0847457627118644,0.264830508474576,0,0,0.273305084745763,0.0141242937853107,0,0,0,0,0,0,0
"Parker, Blake",453284,1169,0,0,0,0.295979469632164,0,0,0,0.619332763045338,0,0.0624465355004277,0.0205303678357571,0.00171086398631309,0,0,0,0,0,0,0
"Scherzer, Max",453286,10366,0,0,0.181940960833494,0.0853752652903724,0,0.00019293845263361,0.00530580744742427,0.554312174416361,0,0,0.0125409994211846,0,0,0,0.00038587690526722,0,0,0.159753038780629,0.00019293845263361
"De Vries, Cole",453301,301,0,0,0.109634551495017,0.0830564784053156,0,0,0,0.514950166112957,0,0,0.152823920265781,0,0,0,0,0,0,0.13953488372093,0
"Huff, David",453307,1626,0,0,0.154981549815498,0.0153751537515375,0,0,0.18450184501845,0.536285362853628,0,0,0.0707257072570726,0.00738007380073801,0,0,0,0,0,0.030750307503075,0
"Lincecum, Tim",453311,7256,0,0,0.218302094818082,0.0986769570011025,0,0,0,0.323869900771775,0,0,0.151185226019846,0.00482359426681367,0,0,0.000551267916207277,0,0,0.202590959206174,0
"Buchholz, Clay",453329,6081,0,0,0.128432823548758,0.152935372471633,0,0,0.240585430027956,0.287781614865976,0,0.0233514224634106,0.166091103436935,0.000493339911198816,0.000164446637066272,0,0.000164446637066272,0,0,0,0
"Melancon, Mark",453343,3042,0,0,0.00230111768573307,0,0,0,0.573635765943458,0.18836291913215,0,0.000986193293885602,0.00262984878369494,0.00328731097961867,0.226495726495726,0,0.000328731097961867,0,0,0.0019723865877712,0
"Morrow, Brandon",453344,2005,0,0,0,0.00149625935162095,0,0,0.00698254364089776,0.527182044887781,0,0.148129675810474,0,0.000498753117206983,0.0413965087281795,0,0,0,0.0174563591022444,0.256857855361596,0
"Reynolds, Greg",453353,472,0,0,0.0444915254237288,0.129237288135593,0,0,0,0.264830508474576,0,0,0.286016949152542,0.00847457627118644,0,0,0.00423728813559322,0,0,0.26271186440678,0
"Richard, Clayton",453385,1468,0,0,0.120572207084469,0.0905994550408719,0,0,0,0.113079019073569,0,0,0.581743869209809,0.00544959128065395,0,0,0,0,0,0.0885558583106267,0
"Purcey, David",453515,468,0,0,0.0641025641025641,0.0192307692307692,0,0,0,0.476495726495726,0,0,0.164529914529915,0.0277777777777778,0,0,0,0,0,0.247863247863248,0
"Johnson, Rob",453531,4,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0
"Fuld, Sam",453539,5,0,0,0.2,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0
"Arrieta, Jake",453562,7110,0,0,0.0478199718706048,0.161181434599156,0,0,0.00393811533052039,0.217299578059072,0,0,0,0.00210970464135021,0,0,0,0,0.305907172995781,0.261744022503516,0
"Villanueva, Carlos",453646,4202,0,0,0.188957639219419,0.120180866254165,0.00404569252736792,0,0,0.310804378867206,0,0,0.127796287482151,0.00880533079485959,0,0,0.000237981913374584,0,0,0.239171822941456,0
"Ryan, Brendan",453895,28,0,0,0.642857142857143,0.107142857142857,0,0,0.0357142857142857,0.0357142857142857,0,0,0,0,0,0.178571428571429,0,0,0,0,0
"Burton, Jared",454537,2072,0,0,0.347490347490348,0,0,0.00193050193050193,0.0236486486486486,0.316602316602317,0,0,0.128378378378378,0.013030888030888,0,0,0.00241312741312741,0,0,0.166505791505792,0
"Broxton, Jonathan",455009,2407,0,0,0.00457000415454923,0.0166181969256336,0,0,0,0.498130452845866,0,0,0.189031990029082,0.00498545907769007,0,0,0.00166181969256336,0,0,0.285002077274616,0
"Carp, Mike",455077,38,0,0,0.526315789473684,0,0,0,0,0,0,0,0,0,0,0.473684210526316,0,0,0,0,0
"Elbert, Scott",455092,68,0,0,0.0294117647058824,0,0,0,0,0.352941176470588,0,0,0.161764705882353,0,0,0,0,0,0,0.455882352941176,0
"Maldonado, Martin",455117,15,0,0,0.733333333333333,0.0666666666666667,0,0,0,0.0666666666666667,0,0,0,0,0,0.0666666666666667,0,0,0,0.0666666666666667,0
"Martin, Chris",455119,644,0,0,0,0.156832298136646,0,0,0.222049689440994,0.451863354037267,0,0,0,0.0046583850931677,0,0,0,0,0.164596273291925,0,0
"Bastardo, Antonio",455374,2892,0,0,0.045643153526971,0,0,0,0,0.650414937759336,0,0,0.00795297372060857,0.00864453665283541,0,0,0,0,0,0.287344398340249,0
"Ohlendorf, Ross",456027,1357,0,0,0.109064112011791,0,0,0,0,0.361090641120118,0,0,0.274134119380987,0.00368459837877671,0,0,0,0,0,0.252026529108327,0
"Price, David",456034,9817,0,0,0.198635020882143,0.0318834674544158,0,0,0.153203626362433,0.214322094326169,0,0,0.338596312519099,0.00122236935927473,0.0620352449831924,0,0.000101864113272894,0,0,0,0
"Sanchez, Jonathan",456043,320,0,0,0.16875,0,0,0,0,0.465625,0,0,0.175,0,0,0,0,0,0,0.190625,0
"Savery, Joe",456045,392,0,0,0.0816326530612245,0,0,0,0.163265306122449,0.533163265306122,0,0,0,0,0,0,0,0,0,0.221938775510204,0
"Noesi, Hector",456051,3849,0,0,0.242660431280852,0.0753442452585087,0,0.00025980774227072,0,0.476227591582229,0,0,0.0519615484541439,0.00545596258768511,0,0,0.00025980774227072,0,0,0.147830605352039,0
"Gonzalez, Miguel",456068,7703,0,0,0.159678047513956,0.109308061794106,0,0,0,0.41503310398546,0,0,0.178501882383487,0.00155783460989225,0,0,0.000908736855770479,0,0,0.135012332857328,0
"Flande, Yohan",456071,1955,0,0,0.170843989769821,0,0,0,0,0.0296675191815857,0,0,0,0.00869565217391304,0,0,0,0,0.537595907928389,0.253196930946292,0
"Denorfia, Chris",456121,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Griffin, A.J.",456167,3207,0,0,0.130963517305893,0.160586217648893,0,0,0,0.587776738384783,0,0,0,0.000311817898347365,0,0,0,0,0,0.120361708762083,0
"Alburquerque, Al",456379,2915,0,0,0,0,0,0,0,0.102229845626072,0,0,0.280617495711835,0.0113207547169811,0,0,0.000343053173241852,0,0,0.60548885077187,0
"Feierabend, Ryan",456387,134,0,0,0.104477611940299,0.126865671641791,0,0,0,0.26865671641791,0,0,0,0.0298507462686567,0,0,0,0,0.291044776119403,0.17910447761194,0
"Mateo, Marcos",456496,505,0,0,0,0,0,0,0,0.382178217821782,0,0,0.0851485148514852,0.00792079207920792,0,0,0,0,0,0.524752475247525,0
"Cueto, Johnny",456501,7853,0,0.000127339870113332,0.164395772316312,0.00445689545396664,0,0.000127339870113332,0.214949700751305,0.291862982299758,0,0,0.201196994779065,0.00165541831147332,0,0,0.000127339870113332,0,0,0.121100216477779,0
"Horst, Jeremy",456662,470,0,0,0.146808510638298,0,0,0,0,0.525531914893617,0,0,0.106382978723404,0.00851063829787234,0,0,0,0,0,0.212765957446809,0
"Hernandez, David",456696,1663,0,0,0.0294648226097414,0.336740829825616,0,0,0,0.406494287432351,0,0,0.218280216476248,0.00841852074564041,0,0,0.000601322910402886,0,0,0,0
"Bailey, Homer",456701,5726,0,0.000174641983932937,0.122074746769123,0,0,0,0,0.359063918966119,0,0,0.231225986727209,0.002794271742927,0.0986727209221097,0,0.000873209919664687,0,0,0.185120502968914,0
"Torres, Alex",456776,2516,0,0,0.312400635930048,0.00993640699523052,0,0,0.0703497615262321,0.329491255961844,0,0,0.154610492845787,0.00158982511923688,0,0,0.000397456279809221,0,0.120826709062003,0,0.000397456279809221
"Frieri, Ernesto",457117,2411,0,0,0.0360846121941103,0,0,0,0,0.495644960597263,0,0,0.290335960182497,0.0049771878888428,0,0,0.000829531314807134,0,0,0.17212774782248,0
"Meek, Evan",457425,408,0,0,0.102941176470588,0.0906862745098039,0,0,0.17156862745098,0.600490196078431,0,0,0.0245098039215686,0.00735294117647059,0,0,0,0,0,0.00245098039215686,0
"McDonald, James",457428,513,0,0,0.050682261208577,0.269005847953216,0,0,0,0.372319688109162,0,0,0.235867446393762,0.00584795321637427,0,0,0.00194931773879142,0,0,0.064327485380117,0
"Logan, Boone",457429,1756,0,0,0.00455580865603645,0,0,0,0,0.33997722095672,0,0,0.195330296127563,0.0125284738041002,0,0,0,0,0,0.447608200455581,0
"Coke, Phil",457435,1794,0,0,0.136008918617614,0,0,0,0,0.366220735785953,0,0,0.270903010033445,0.0234113712374582,0,0,0,0,0,0.20345596432553,0
"Harrison, Matt",457448,809,0,0,0.174289245982695,0.0605686032138443,0,0,0.0618046971569839,0.15327564894932,0,0,0.53770086526576,0.00988875154511743,0,0,0.00247218788627936,0,0,0,0
"Jurrjens, Jair",457453,304,0,0,0.279605263157895,0,0,0,0.0394736842105263,0.526315789473684,0,0,0.0164473684210526,0,0,0,0,0,0,0.138157894736842,0
"Reyes, Jo-Jo",457456,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Burke, Greg",457566,611,0,0,0.0327332242225859,0,0,0,0,0.0621931260229133,0,0,0,0.0114566284779051,0,0,0,0,0.567921440261866,0.32569558101473,0
"Bell, Trevor",457707,36,0,0,0.111111111111111,0,0,0,0.138888888888889,0.638888888888889,0,0,0.0555555555555556,0,0,0,0,0,0,0.0555555555555556,0
"O'Sullivan, Sean",457711,1804,0,0,0.161862527716186,0.0404656319290466,0,0,0.0127494456762749,0.350332594235033,0,0,0,0.00886917960088692,0,0,0.0016629711751663,0,0.214523281596452,0.209534368070953,0
"Bailey, Andrew",457732,655,0,0,0.0106870229007634,0.0885496183206107,0,0,0.312977099236641,0.581679389312977,0,0,0,0.00610687022900763,0,0,0,0,0,0,0
"Thompson, Aaron",457744,602,0,0,0.0564784053156146,0.00498338870431894,0,0,0,0.441860465116279,0,0,0,0.0199335548172757,0,0,0,0,0,0.476744186046512,0
"Edwards, Jon",457754,478,0,0,0,0,0,0,0,0.594142259414226,0,0,0.00836820083682008,0,0,0,0,0,0,0.397489539748954,0
"Morris, Bryan",457768,2907,0,0,0,0.0908152734778122,0,0,0.252149982800138,0.203646370829033,0,0,0,0.0130718954248366,0,0,0.000687994496044032,0,0.267629858961128,0.171998624011008,0
"Kirkman, Michael",457779,516,0,0,0.0581395348837209,0.0135658914728682,0,0.00193798449612403,0,0.0135658914728682,0,0,0,0.0251937984496124,0,0,0,0,0.544573643410853,0.343023255813953,0
"Guerra, Javy",457915,1041,0,0,0.0240153698366955,0.126801152737752,0,0,0.0163304514889529,0.63016330451489,0,0,0,0.0172910662824208,0,0,0,0,0,0.185398655139289,0
"Happ, J.A.",457918,7263,0,0,0.105190692551287,0.100647115517004,0,0,0,0.54991050530084,0,0,0.136444995181055,0.00192757813575657,0,0,0.000137684152554041,0,0,0.105741429161504,0
"Daley, Matt",457935,309,0,0,0.0550161812297735,0.288025889967638,0,0,0,0.566343042071197,0,0,0.0776699029126214,0.0129449838187702,0,0,0,0,0,0,0
"Albers, Matt",458006,1679,0,0,0.0911256700416915,0.0750446694460989,0,0,0,0.0970815961882073,0,0,0,0.0101250744490768,0,0,0.00119118522930316,0,0.625967837998809,0.0994639666468136,0
"Stange, Daniel",458094,33,0,0,0.0606060606060606,0,0,0,0,0.636363636363636,0,0,0,0,0,0,0,0,0,0.303030303030303,0
"Martinez, Joe",458155,66,0,0,0.0303030303030303,0.424242424242424,0,0,0,0.287878787878788,0,0,0.0303030303030303,0,0,0,0,0,0.227272727272727,0,0
"Davis, Erik",458530,159,0,0,0.276729559748428,0,0,0,0,0.19496855345912,0,0,0.421383647798742,0,0.106918238993711,0,0,0,0,0,0
"Hefner, Jeremy",458550,2138,0,0,0.114593077642657,0.110851262862488,0,0,0,0.373246024321796,0,0,0.171655753040225,0.00608044901777362,0,0,0,0,0,0.223573433115061,0
"Cedeno, Xavier",458584,1073,0,0,0.027027027027027,0.458527493010252,0,0,0,0.399813606710158,0,0,0.1071761416589,0.00745573159366263,0,0,0,0,0,0,0
"Price, Bryan",458669,69,0,0,0.0869565217391304,0,0,0,0,0.36231884057971,0,0,0.318840579710145,0,0,0,0,0,0,0.231884057971014,0
"Lindblom, Josh",458676,637,0,0,0.119309262166405,0.1287284144427,0,0,0,0.232339089481947,0,0,0.248037676609105,0.0125588697017268,0,0,0.00156985871271586,0,0,0.2574568288854,0
"Wilson, Justin",458677,3268,0,0,0.00581395348837209,0.0780293757649939,0,0,0.180538555691554,0.609241126070991,0,0,0.118421052631579,0.00673194614443084,0,0,0.00122399020807834,0,0,0,0
"Broadway, Mike",458678,290,0,0,0,0,0,0,0,0.620689655172414,0,0,0.00344827586206897,0.0137931034482759,0,0,0.00344827586206897,0,0,0.358620689655172,0
"Lynn, Lance",458681,9961,0,0,0.0299166750326272,0.077903824917177,0,0.00020078305391025,0,0.542816986246361,0,0,0.24485493424355,0.002409396646923,0,0,0.00020078305391025,0,0,0.101696616805542,0
"Volstad, Chris",458690,201,0,0,0.0995024875621891,0.203980099502488,0,0,0,0.203980099502488,0,0,0,0,0,0,0.00995024875621891,0,0.472636815920398,0.00995024875621891,0
"Tomlin, Josh",458708,2693,0,0,0.0590419606386929,0.141849238767174,0,0,0.298180467879688,0.452655031563312,0,0,0,0.00445599702933531,0,0,0,0,0.0438173041217973,0,0
"Lannan, John",458709,1321,0,0,0.205147615442846,0.0968962906888721,0,0,0,0.442089326267979,0,0,0.153671461014383,0.00302800908402725,0,0,0,0,0,0.0991672975018925,0
"Slowey, Kevin",458713,2057,0,0,0.0889645114244045,0.0836169178415168,0,0,0,0.448225571220224,0,0,0,0.000972289742343218,0,0,0,0,0.198347107438017,0.179873602333495,0
"Holdzkom, John",458720,123,0,0,0.0569105691056911,0,0,0,0.024390243902439,0.910569105691057,0,0,0.00813008130081301,0,0,0,0,0,0,0,0
"Parnell, Bobby",458730,1238,0,0,0.0177705977382876,0,0,0,0,0.515347334410339,0,0.00565428109854604,0.193861066235864,0.012924071082391,0.253634894991922,0,0.000807754442649435,0,0,0,0
"Mattheus, Ryan",458919,1682,0,0,0,0,0,0,0.0505350772889417,0.346611177170036,0,0.0766944114149822,0.412604042806183,0.00356718192627824,0,0,0,0,0,0.109988109393579,0
"Humber, Philip",458950,914,0,0,0.087527352297593,0.164113785557987,0,0,0.0109409190371991,0.450765864332604,0,0,0.110503282275711,0.00328227571115974,0,0,0.00218818380743982,0,0,0.170678336980306,0
"McGee, Jake",459429,2912,0,0,0,0.0291895604395604,0,0,0,0.57967032967033,0,0,0.352678571428571,0.00892857142857143,0,0,0,0,0,0.029532967032967,0
"Grube, Jarrett",459439,7,0,0,0,0,0,0,0,0.428571428571429,0,0,0,0,0,0,0,0,0,0.571428571428571,0
"Ambriz, Hector",459932,682,0,0,0,0.093841642228739,0,0,0,0.560117302052786,0,0,0.0498533724340176,0.00586510263929619,0,0,0.00439882697947214,0,0,0.285923753665689,0
"Boggs, Mitchell",459939,453,0,0,0.114790286975717,0,0,0,0.0993377483443709,0.218543046357616,0,0,0,0.0242825607064018,0,0,0,0,0.344370860927152,0.198675496688742,0
"LeCure, Sam",459967,2278,0,0,0.100087796312555,0.000438981562774363,0,0,0.0175592625109745,0.168129938542581,0,0,0.369622475856014,0.00175592625109745,0.272168568920105,0,0.00131694468832309,0,0,0.0689201053555751,0
"Ramos, Cesar",459987,3126,0,0.00159948816378759,0.126679462571977,0.0982085732565579,0,0,0,0.146193218170186,0,0,0,0.0140754958413308,0,0,0.000319897632757518,0,0.384516954574536,0.228406909788868,0
"Varvaro, Anthony",460008,2201,0,0,0.133121308496138,0.227169468423444,0,0,0,0.631531122217174,0,0,0,0.00636074511585643,0,0,0.00136301681054066,0,0,0,0.000454338936846888
"Hochevar, Luke",460024,1924,0,0,0.00207900207900208,0,0,0,0.372661122661123,0.402286902286902,0,0,0,0.00051975051975052,0.164760914760915,0,0.00103950103950104,0,0.0540540540540541,0.0025987525987526,0
"Pelfrey, Mike",460059,5846,0,0,0,0.0578173109818679,0,0,0,0.259322613752993,0,0.110673965104345,0,0.000684228532329798,0,0,0.000513171399247349,0,0.474683544303797,0.0963051659254191,0
"Romero, Ricky",460069,162,0,0,0.265432098765432,0.0432098765432099,0,0,0,0.469135802469136,0,0,0.222222222222222,0,0,0,0,0,0,0,0
"Butera, Drew",460077,26,0,0,0.576923076923077,0,0,0,0.0384615384615385,0.269230769230769,0,0,0,0,0,0.115384615384615,0,0,0,0,0
"Leroux, Chris",460092,140,0,0,0.0428571428571429,0,0,0,0,0.292857142857143,0,0,0.2,0.0285714285714286,0,0,0,0,0,0.435714285714286,0
"Whelan, Kevin",460128,38,0,0,0.157894736842105,0,0,0,0,0.578947368421053,0,0,0,0,0,0,0,0,0,0.263157894736842,0
"Gomes, Brandon",460156,1834,0,0,0,0.0387131952017448,0,0,0.107960741548528,0.212649945474373,0,0.211559432933479,0.169029443838604,0.014721919302072,0,0,0,0,0,0.2453653217012,0
"Gimenez, Chris",460269,12,0,0,0.5,0,0,0,0,0.416666666666667,0,0,0,0,0,0.0833333333333333,0,0,0,0,0
"Blevins, Jerry",460283,2002,0,0,0.10989010989011,0.16983016983017,0,0,0,0.004995004995005,0,0,0,0.0154845154845155,0,0,0,0,0.476523476523477,0.223276723276723,0
"Russell, James",460701,2317,0,0,0.139835994820889,0.0664652567975831,0,0,0.0686232196806215,0.311178247734139,0,0,0.155804920155373,0.0181268882175227,0,0,0,0,0,0.239965472593871,0
"Clippard, Tyler",461325,3547,0,0.00112771356075557,0.340005638567804,0.00422892585283338,0,0,0.0434169720890894,0.508598815900761,0,0.0499013250634339,0,0.00394699746264449,0,0,0,0,0,0.0487736115026783,0
"Marmol, Carlos",461791,1195,0,0,0,0,0,0,0,0.442677824267782,0,0,0.0217573221757322,0.0125523012552301,0,0,0,0,0,0.523012552301255,0
"Murphy, David",461815,39,0,0,0.897435897435897,0.102564102564103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gonzalez, Gio",461829,8871,0,0,0.14575583361515,0.189042948934731,0,0,0,0.371885920414835,0,0,0.291737120955924,0.00157817607935971,0,0,0,0,0,0,0
"Hughes, Phil",461833,7947,0,0,0.0367434251918963,0.00339750849377123,0,0,0.133509500440418,0.556184723795143,0,0,0.0664401661004153,0.00251667295834906,0.126588649804958,0,0.000125833647917453,0,0,0.0744935195671323,0
"Miller, Jim",461848,104,0,0,0.0192307692307692,0.0961538461538462,0,0,0,0.673076923076923,0,0,0.0384615384615385,0,0,0,0,0,0,0.173076923076923,0
"Patton, Troy",461856,1073,0,0,0.0904007455731594,0.0848089468779124,0,0,0,0,0,0,0.416589002795899,0,0,0,0,0,0.092264678471575,0.315936626281454,0
